movie,sentence,review_rating,sentiment_category,bias_label,confidence
tt12042730,"The constant jokes and less serious approach made it harder to take the story seriously.If you're someone who enjoys funny or more relaxed sci-fi, you might actually like it.",1,negative,Disposition Bias,0.8383772373199463
tt12042730,"But for viewers who prefer realistic, serious science fiction with a strong emotional or philosophical impact, this probably won't meet expectations.Personally, I wouldn't recommend it to anyone looking for a ""real"" sci-fi experience.",1,negative,Expectation Bias,0.9506392478942871
tt12042730,This movie currently has a rating of 8.4?,1,negative,Disposition Bias,0.6390430927276611
tt12042730,How is this possible?,1,negative,Authenticity Bias,0.8932658433914185
tt12042730,"Insultingly cringe ""humour"" and a ""plot"" aimed squarely at people with an attention span of about 5 seconds per scene.I thought ""Gravity"" was the worst space film ever made, but this made Sandra Bullock's ""eeny meeny miney..."" drivel look sophisticated.Being cinematically impressive doesn't rescue intellectual drivel.",1,negative,Comparative Lens,0.3686119019985199
tt12042730,I reckon if I was 10 years old I'd still feel patronised and insulted.Absolute dross.,1,negative,Disposition Bias,0.7781127691268921
tt12042730,Made for the Marvel Generation.,1,negative,Comparative Lens,0.8934856653213501
tt12042730,Avoid at ALL COSTS.,1,negative,Disposition Bias,0.6462317109107971
tt12042730,And with zero scientific thought process.,1,negative,Omission Focus,0.6744419932365417
tt12042730,It's an insult to the intelligence of every serious scientist.,1,negative,Moral or Political Projection,0.7027389407157898
tt12042730,I can't think about a worse sci-fi I have ever encountered in my 50 years of intensive sci-fi reading and viewing.,1,negative,Disposition Bias,0.8916650414466858
tt12042730,I am so disappointed with Andy Weir and don't understand how can a writer degrade himself so exponentially.,1,negative,Expectation Bias,0.7396553158760071
tt12042730,The film seems targeted at a younger audience and lacks meaningful content.,1,negative,Omission Focus,0.8541771173477173
tt12042730,"It leans heavily on familiar Bollywood clichés, which may come across as cringeworthy at times.",1,negative,Authenticity Bias,0.2905016839504242
tt12042730,"Best enjoyed casually-don't expect anything groundbreaking.Hail Mary"" is a deeply disappointing film that struggles on almost every front.",1,negative,Expectation Bias,0.9711083769798279
tt12042730,"From the very beginning, it becomes clear that the movie lacks a clear sense of direction, relying heavily on clichés and predictable storytelling.",1,negative,Omission Focus,0.9135338664054871
tt12042730,"The plot feels extremely shallow, with little to no effort made to build tension or create meaningful engagement.",1,negative,Omission Focus,0.5376086235046387
tt12042730,"Instead of offering something fresh or thought-provoking, it simply recycles overused ideas in a way that feels uninspired and outdated.One of the biggest issues with the film is its weak writing.",1,negative,Omission Focus,0.6766785979270935
tt12042730,The screenplay is filled with unrealistic situations and forced moments that fail to connect emotionally.,1,negative,Authenticity Bias,0.7957707047462463
tt12042730,"Dialogues often come across as artificial and exaggerated, making it difficult to take the characters seriously.",1,negative,Authenticity Bias,0.567571759223938
tt12042730,"Speaking of characters, they are poorly developed and lack depth, which makes it hard for the audience to care about their journeys or outcomes.",1,negative,Representation Critique,0.5451957583427429
tt12042730,"Their actions frequently feel illogical, further breaking immersion.The film also suffers from tonal inconsistency.",1,negative,Omission Focus,0.44366005063056946
tt12042730,"At times it tries to be serious, while at others it leans into over-the-top, almost cartoonish elements, creating a confusing viewing experience.",1,negative,Expectation Bias,0.5678656697273254
tt12042730,"Instead of blending genres effectively, it ends up feeling like a disjointed mix that never quite works.",1,negative,Expectation Bias,0.764825701713562
tt12042730,"The direction does little to elevate the material, and many scenes feel unnecessarily stretched or repetitive.Another major drawback is the over-reliance on typical, formulaic elements that have been seen countless times before.",1,negative,Selective Emphasis Bias,0.5093409419059753
tt12042730,"There is no real sense of creativity or innovation, and the movie fails to stand out in any meaningful way.",1,negative,Omission Focus,0.6870519518852234
tt12042730,"What could have been an engaging story ends up feeling like a missed opportunity.Overall, ""Hail Mary"" is a film that offers very little in terms of substance or originality.",1,negative,Omission Focus,0.49552464485168457
tt12042730,It feels like a forgettable attempt at entertainment that doesn't justify the time invested in watching it.,1,negative,Expectation Bias,0.577808141708374
tt12042730,"Unless you have an extremely high tolerance for clichéd and underwhelming cinema, this is one movie that can easily be skipped.",1,negative,Expectation Bias,0.49105384945869446
tt12042730,"Went into this with a very open mind impressed with the 8.4* on IMDB, left very concerned of a mass possession.",1,negative,Expectation Bias,0.7415344715118408
tt12042730,"There is nothing redeeming about this film unless you are under seven years old or a Ryan Gosling super fan.Filled with flat jokes and a nonsensical storyline, the entire film has no grounding in reality.",1,negative,Authenticity Bias,0.8199718594551086
tt12042730,"Ok sure you might say, what were you expecting when Ryan goes into space to make friends with a rock monster?",1,negative,Expectation Bias,0.9710772633552551
tt12042730,"Well, at least a semblance of scientists acting like the world was ending when it was and half believable explanation for the way all the laws of physics were bastardised.",1,negative,Authenticity Bias,0.876657247543335
tt12042730,"Might have been explained in the second half, I left after an hour.",1,negative,Expectation Bias,0.4720813035964966
tt12042730,Boring and depressing.,1,negative,Disposition Bias,0.9463028907775879
tt12042730,Almost the whole movie you're watching one actor playing.,1,negative,Performance Appraisal,0.8514474034309387
tt12042730,"Both the movie and the novel simply confirm that human creativity is degrading.If you want to watch a really great movie or read a great science fiction novel, take Contact (1997 movie) based on the novel Contact (1985) by Carl Sagan.",1,negative,Comparative Lens,0.8217083811759949
tt12042730,It felt like something made for 8-15-year-Olds.,1,negative,Representation Critique,0.8891943693161011
tt12042730,Contrary to massive PR lying campaign this is not intelligent nor science nor good.,1,negative,Moral or Political Projection,0.5148778557777405
tt12042730,"I went in thinking it would be a serious, intense science fiction movie-something along the lines of Interstellar.",1,negative,Expectation Bias,0.9550889134407043
tt12042730,This movie being rated so high seems suspicious.,1,negative,Authenticity Bias,0.4075700044631958
tt12042730,AI reviews?,1,negative,Disposition Bias,0.3026902377605438
tt12042730,Backend industry prerogative?,1,negative,Moral or Political Projection,0.9687052965164185
tt12042730,Dumb alien really?,1,negative,Representation Critique,0.5757229924201965
tt12042730,Same job being done by a school teacher is genius but same job by alien and he's so dumb?,1,negative,Comparative Lens,0.9574683308601379
tt12042730,"This movie is a bad, very bad, joke unless you're ten years old or younger.",1,negative,Disposition Bias,0.8110330104827881
tt12042730,The plot is ridiculous.,1,negative,Disposition Bias,0.4407302737236023
tt12042730,"From someone who wrote The Martian, I had much higher expectations.",1,negative,Expectation Bias,0.9673622846603394
tt12042730,At least there was some science in the previous movie based on the book of the same author.,1,negative,Authenticity Bias,0.5094624161720276
tt12042730,This one is more suitable for the young audience from the kindergarten.,1,negative,Representation Critique,0.4594586193561554
tt12042730,Huge DisAppointment for Sci-Fi lovers...,1,negative,Expectation Bias,0.9560515880584717
tt12042730,"It's a Child Tale with Duck Tape ""Science""...
Should be Restricted ABOVE 10 year age!!",1,negative,Omission Focus,0.7393662333488464
tt12042730,"!The ""Acting"" was also either horribly Flat or OverDone, but a Good Sci-Fi could work without that too.PS: I cannot get back my Wasted TIME, But you still can Save Yours =)",1,negative,Performance Appraisal,0.44881752133369446
tt12042730,This movie is an embarrassment for Hollywood.,1,negative,Moral or Political Projection,0.7605600953102112
tt12042730,One could argue its a charming kids movie and not to take it seriously but there no chance a kid could sit still through almost 3 hours of this absolute bullsh$t.,1,negative,Disposition Bias,0.5342734456062317
tt12042730,I am totally convinced the ratings are rigged.,1,negative,Moral or Political Projection,0.7275713682174683
tt12042730,"Everything about this movie is stupid: the stupid jokes, the stupid rock alien, the stupid glass body suits, the stupid translator.",1,negative,Selective Emphasis Bias,0.34077972173690796
tt12042730,Please don't - just don't.,1,negative,Disposition Bias,0.8977828025817871
tt12042730,You've been warned.,1,negative,Disposition Bias,0.7298523187637329
tt12042730,Contrary to massive PR lying campaign this is not intelligent nor science nor good.,1,negative,Moral or Political Projection,0.5148778557777405
tt12042730,It has tender very moving movie moments but it's in a dystopian soup of offensively unintelligent scifi while claiming to be intelligent.,1,negative,Moral or Political Projection,0.938037633895874
tt12042730,It's toy story in hell with cartoon science.,1,negative,Authenticity Bias,0.6209784150123596
tt12042730,And it's 2½ hours long.,1,negative,Expectation Bias,0.41297900676727295
tt12042730,Don't be sheep and give them your money.,1,negative,Moral or Political Projection,0.547966718673706
tt12042730,"It's not visually impressive either at all, that's another shameless PR lie.I wouldn't rate this 1 if they didn't lie so much and so many sheep weren't praising it, paid or otherwise.The premise of the movie is that multiple stars are suddenly being eaten by bacteria at the same time at a pace millions of times faster than the stars' own thermonuclear explosions.",1,negative,Moral or Political Projection,0.8572686910629272
tt12042730,Never mind that bacteria don't have space propulsion nor would survive thousands of degrees of the sun.,1,negative,Omission Focus,0.8536992073059082
tt12042730,The creature is also implausible as are many other story elements.,1,negative,Authenticity Bias,0.9095426201820374
tt12042730,"It's not clever, it's not intelligent, only the scientifically illiterate are fooled that it is.",1,negative,Authenticity Bias,0.6369179487228394
tt12042730,It's like Lost.,1,negative,Disposition Bias,0.47127237915992737
tt12042730,Or interstellar for that matter.,1,negative,Comparative Lens,0.9554842710494995
tt12042730,Junk science by liars for sheep.,1,negative,Moral or Political Projection,0.9122264385223389
tt12042730,But ignoring all that it is a drawn out tender cartoon buddy movie.,1,negative,Omission Focus,0.46045732498168945
tt12042730,"I'd give it 4, maybe 5 if they promoted it as such without all the effing lying.",1,negative,Moral or Political Projection,0.6202386617660522
tt12042730,It's fascinating how they promote a poor quality movie as something spectacular.,1,negative,Moral or Political Projection,0.7255778908729553
tt12042730,"I understand that in some countries government finances film industry, which is often run by uncreative kids of politicians or rich people, resulting in trashy unartistic movies.",1,negative,Moral or Political Projection,0.8418617844581604
tt12042730,I wonder what caused such a decline in quality of the US films.,1,negative,Comparative Lens,0.29740169644355774
tt12042730,I don't know what this movie should be.,1,negative,Expectation Bias,0.552502453327179
tt12042730,It was neither science fiction nor anything.,1,negative,Comparative Lens,0.39462733268737793
tt12042730,There is no story or plot behind.,1,negative,Omission Focus,0.9524059891700745
tt12042730,"Nobody laughed, bit also not many left during the movie.",1,negative,Selective Emphasis Bias,0.7310346364974976
tt12042730,Just bad and way too long.,1,negative,Expectation Bias,0.4825892150402069
tt12042730,Acting was okay.,1,negative,Performance Appraisal,0.950164794921875
tt12042730,Even the music was bad.,1,negative,Selective Emphasis Bias,0.9703422784805298
tt12042730,"The music would have been better for a spring flower documentary, except some of the songs.",1,negative,Comparative Lens,0.5636547803878784
tt12042730,"After reading the many positive reviews and plot, I was convinced to buy a ticket and go watch it.",1,negative,Disposition Bias,0.6426940560340881
tt12042730,Boy I was wrong...,1,negative,Expectation Bias,0.5929762125015259
tt12042730,"The beginning of the movie is interesting and compelling, with lots of plot holes but still a cool scientific premise.",1,negative,Omission Focus,0.42598187923431396
tt12042730,And then it just takes a turn into this dumb and ridiculous story that is so wacky and not what the beginning portion built it out to be.,1,negative,Expectation Bias,0.9415124654769897
tt12042730,Such a waste of 2.30hrs.,1,negative,Expectation Bias,0.5167515873908997
tt12042730,"Every few minutes I thought to myself ""really... come on..."" was tempted to walk out a few times.",1,negative,Disposition Bias,0.7763040661811829
tt12042730,"Cinematically it was stunning, but that's it.",1,negative,Expectation Bias,0.8905404806137085
tt12042730,Boring movie with no story or plot .,1,negative,Expectation Bias,0.3627719283103943
tt12042730,Waste of time to see.,1,negative,Expectation Bias,0.4617716372013092
tt12042730,Horrible acting like something you see high schoolers make.,1,negative,Representation Critique,0.718407154083252
tt12042730,Don't waste money or time watching movie.,1,negative,Disposition Bias,0.856490433216095
tt12042730,Movie has no soul nothing to keep you in your seat.actors had no acting ability.the movie has to many flashbacks.,1,negative,Performance Appraisal,0.5437644720077515
tt12042730,Complete lack of story as written.,1,negative,Omission Focus,0.9595018625259399
tt12042730,Possibly the worst movie I ever saw in a theatre.,1,negative,Disposition Bias,0.9375759363174438
tt12042730,The story in the movie was really poor.,1,negative,Selective Emphasis Bias,0.8000642657279968
tt12042730,"None of the plot twists gave any real sense of what was going to happen next, so everything just felt confusing rather than exciting.",1,negative,Omission Focus,0.47345176339149475
tt12042730,"On top of that, many of the scenes were unnecessarily long-honestly, about three-fifths of them could have been cut without losing anything important.",1,negative,Omission Focus,0.8491028547286987
tt12042730,I've seen some pretty bad movies.,1,negative,Disposition Bias,0.9502244591712952
tt12042730,I saw this in the theater with some friends and My child.,1,negative,Disposition Bias,0.8124448657035828
tt12042730,I couldn't wait till it was over.,1,negative,Disposition Bias,0.7151551246643066
tt12042730,I actually ended up leaving the theater to go to the bathroom and not walking back in.,1,negative,Expectation Bias,0.7186289429664612
tt12042730,There are way too many things that don't make sense and Farr too many things don't add.,1,negative,Omission Focus,0.9121774435043335
tt12042730,"For example, how does an idiot get to go into space with a group of rocket scientists.",1,negative,Omission Focus,0.6234917044639587
tt12042730,How does he get to communicate with life forms suddenly without much effort at all?,1,negative,Omission Focus,0.6480585932731628
tt12042730,There is zero suspension of disbelief.,1,negative,Authenticity Bias,0.9053871035575867
tt12042730,Ryan Gosling has been way too many movies now.,1,negative,Disposition Bias,0.8989636898040771
tt12042730,I wish you would take a break because this type of role did not need to be played by him.,1,negative,Performance Appraisal,0.7048295736312866
tt12042730,Couldn't stop thinking about other idiot roles he's played like Ken in the movie Barbie.,1,negative,Comparative Lens,0.5666859149932861
tt12042730,This movie was totally made for the Bros and the manosphere who wish they were him.,1,negative,Selective Emphasis Bias,0.7644218802452087
tt12042730,"I've actually never walked out of a movie before, so at least have accomplished that now.",1,negative,Disposition Bias,0.6320547461509705
tt12042730,"It's honestly hard to know where to begin with this film, because almost nothing about it works.",2,negative,Omission Focus,0.8154818415641785
tt12042730,The hype surrounding it feels completely undeserved.,2,negative,Expectation Bias,0.9572726488113403
tt12042730,"At its core, the movie comes across as a patchwork of ideas borrowed from better films-echoes of Interstellar, Moon, The Martian, and even 2001: A Space Odyssey are impossible to ignore-but without the originality or depth that made those films memorable.The tone is one of its biggest failures.",2,negative,Comparative Lens,0.9160386919975281
tt12042730,"It never fully commits to being a drama, yet its attempts at humor fall flat.",2,negative,Expectation Bias,0.9299196600914001
tt12042730,The result is an awkward middle ground where nothing lands the way it should.,2,negative,Expectation Bias,0.44725000858306885
tt12042730,"The dialogue doesn't help either-it often feels unnatural or outright absurd, making it difficult to take any moment seriously.Then there's the story itself, which is riddled with glaring logical gaps.",2,negative,Omission Focus,0.5542210936546326
tt12042730,"Suspension of disbelief can only go so far, and here it's constantly pushed past its limits.",2,negative,Authenticity Bias,0.8292098641395569
tt12042730,"Character development is practically nonexistent; arcs feel incomplete or entirely absent, leaving no emotional anchor for the audience.",2,negative,Omission Focus,0.693888247013092
tt12042730,"It's hard to engage with a film when you don't care about anyone in it.As for Ryan Gosling, his performance raises questions-not necessarily about his talent, but about the project itself.",2,negative,Performance Appraisal,0.619326114654541
tt12042730,It's difficult to see what drew him to this role.,2,negative,Performance Appraisal,0.8713318705558777
tt12042730,"Even a stronger script might have allowed him to shine, but here, the material simply isn't there.",2,negative,Expectation Bias,0.5843865275382996
tt12042730,"No actor, no matter how skilled, could elevate something this fundamentally flawed-and one could argue that truly top-tier performers might have passed on it altogether.Visually, the film has been praised, but even that feels overstated.",2,negative,Expectation Bias,0.49753597378730774
tt12042730,"When compared to the likes of Dune, Blade Runner 2049, or Gravity, it falls short.",2,negative,Comparative Lens,0.9653802514076233
tt12042730,And placing it anywhere near 2001: A Space Odyssey-a film that remains groundbreaking decades later-is almost absurd.,2,negative,Comparative Lens,0.9002274870872498
tt12042730,"In fact, many modern TV productions surpass it in terms of visual execution.In the end, this is a film that promises far more than it delivers.",2,negative,Comparative Lens,0.8841552734375
tt12042730,"It lacks originality, coherence, and emotional impact.",2,negative,Omission Focus,0.9253574013710022
tt12042730,"At over two and a half hours, it feels like a significant investment of time with very little payoff.Sincerely-this is one you can skip.",2,negative,Expectation Bias,0.7515125870704651
tt12042730,This is EXACTLY what pixar will do if they make an apocaliptic movie.,2,negative,Moral or Political Projection,0.44398170709609985
tt12042730,"No more, no less.",2,negative,Disposition Bias,0.38214173913002014
tt12042730,"They send a goofy charchter to save the world with his goofiness and he befriends an alien.About an hour into the movie you realized that you walked into a trap, and you will have to make a choice either to leave the theater or stand the pain to the end.",2,negative,Expectation Bias,0.8385578989982605
tt12042730,"I did it, so you dont have to.",2,negative,Disposition Bias,0.8884000182151794
tt12042730,"Where ridley scott managed to pull an almost 1:1 copy of the hard sci-fi story The Martian when translating it from book to screen, these directors took extensive liberties with the source material and still abjectly failed to make a decent product.Even with a runtime of more than 2.5 hours, it still felt like they chopped out 50% of the book.And in this case, that means 75% of the SCIENCE is GONEBut they still find the minutes to have Ryan Gosling pull several awkward dance moves, thank god!Speaking of Gosling, they turned what was a groan-inducing dad of a teacher with a big wrinkly brain and an even bigger heart into a bumbling, hapless, cowardly fool.Gone is the careful dance of first-contact between two intelligent species, instead we get to see gosling cower inside his ship in a panic, and then accidentally trip and flop around on his tether in zero-g.",2,negative,Omission Focus,0.4368732273578644
tt12042730,"""LOL!",2,negative,Disposition Bias,0.9156057834625244
tt12042730,""", right???",2,negative,Disposition Bias,0.5405652523040771
tt12042730,And don't forget the dance moves!,2,negative,Selective Emphasis Bias,0.965872585773468
tt12042730,"Haha look at the rock copying him, so cute!",2,negative,Disposition Bias,0.6034682393074036
tt12042730,So jiggly and funny!,2,negative,Disposition Bias,0.846552848815918
tt12042730,"/sWhat the book had in hard science, sober internal drama mixed with dad-brain humor, and moments of intense descriptive writing, (the mission above Adrian foremost in my mind), the movie has in...cludge slapstick, an overworked orchestra, and red-herring non-sequiters of ""pretty"" cgi sparkles sprinkled around at the directors' fiat.Of the 2.5h: 45minutes was nauseating, 45 minutes was blatant exposition that DIDN'T cut Every LAST Corner, (elevating it from nauseating), 45 minutes was /yeah ok mediocre/, and 15 minutes were Actually Good.Huge disappointment.",2,negative,Expectation Bias,0.9663710594177246
tt12042730,I honestly cannot fathom the high ratings this film has received.,2,negative,Disposition Bias,0.6698010563850403
tt12042730,"Based on the trailer, I expected a grand sci-fi epic that would leave Interstellar or 2001: A Space Odyssey in the cosmic dust.",2,negative,Expectation Bias,0.9711187481880188
tt12042730,The reality?,2,negative,Authenticity Bias,0.8118506073951721
tt12042730,"It's a children's comedy best suited for the 12-to-18-year-old demographic.This is a story about the single greatest threat to human existence, yet it's directed and performed like a sitcom.",2,negative,Representation Critique,0.5657575130462646
tt12042730,The tonal mismatch is so jarring that I would have walked out after 30 minutes if I hadn't already dropped $45 on tickets.,2,negative,Expectation Bias,0.5533090233802795
tt12042730,"What's even more depressing is that thousands of (presumably) adults have rated it so highly-it seems our collective desperation for ""light relief"" from our current world leaders actions, has lowered the bar for cinema.If you're looking for a thought-provoking, intellectual journey that sparks deep reflection, stay far away.",2,negative,Disposition Bias,0.3686251938343048
tt12042730,"But if you want a bit of light, ""hummus-style"" relief from life's stresses, by all means, go and enjoy the cosmic joke.",2,negative,Disposition Bias,0.7900422811508179
tt12042730,"I really enjoyed reading the book, but the movie has a lack of plots, important dialogues, and essential moments.",2,negative,Selective Emphasis Bias,0.4479047358036041
tt12042730,"Probably it could be a better movie for someone who didn't red the book, but for those who read the book, it is a shame.",2,negative,Disposition Bias,0.6288994550704956
tt12042730,"However, I was excited to see the recreations of key several scenes in the big screen.",2,negative,Expectation Bias,0.8658455014228821
tt12042730,Why?,2,negative,Omission Focus,0.6072960495948792
tt12042730,Why Andy?,2,negative,Disposition Bias,0.5363543033599854
tt12042730,"Why did you allow to turn your brilliant story into this dumb film, where the alleged scientist behaves like Stiffler from American Pie?",2,negative,Moral or Political Projection,0.77182537317276
tt12042730,"Where dialogues are so cheesy and ""funny""?",2,negative,Selective Emphasis Bias,0.907084047794342
tt12042730,Where the weight of the impending doom is totally lost because of the forced bro-like vibe of the characters?,2,negative,Selective Emphasis Bias,0.9275267124176025
tt12042730,"Why ""Deadpool"" when it had potential to be ""Interstellar""?",2,negative,Comparative Lens,0.4335632026195526
tt12042730,Such a waste...,2,negative,Disposition Bias,0.8558444380760193
tt12042730,I've listened to the book several times on audiobook and it's one of my favorites.,2,negative,Disposition Bias,0.9548008441925049
tt12042730,"The original story is far fetched but full of wonder, tension, science, and emotion.",2,negative,Expectation Bias,0.570357084274292
tt12042730,The original is funny without trying too hard.I wanted to love this movie but it's terrible!,2,negative,Disposition Bias,0.5920173525810242
tt12042730,"It felt like watching a really long children's movie, but it's too slow for children to enjoy it.",2,negative,Expectation Bias,0.7437512278556824
tt12042730,It's packed full of quippy modern jokes so that we don't have to think or feel (they don't succeed in making you laugh either).,2,negative,Selective Emphasis Bias,0.8107076287269592
tt12042730,The music that does not match the action.,2,negative,Selective Emphasis Bias,0.8547119498252869
tt12042730,The alien is dumb and childlike but somehow made it across the stars.,2,negative,Representation Critique,0.7388572692871094
tt12042730,There is a really long karaoke scene for some reason.,2,negative,Selective Emphasis Bias,0.9481223225593567
tt12042730,"The science, technology, and plot do not connect and flow together... We spend way too much time on things that don't matter, and skip over things that do.Some of the visuals were cool.",2,negative,Omission Focus,0.8648316264152527
tt12042730,But I hope to erase this movie from my memory.,2,negative,Disposition Bias,0.8974344730377197
tt12042730,"It's strange to me that in reviews people rank this film on par with Interstellar or right after it, that's insane.",2,negative,Comparative Lens,0.9527888894081116
tt12042730,There's practically an abyss between them.,2,negative,Selective Emphasis Bias,0.48925015330314636
tt12042730,"I strongly disliked both the plot and the acting, the story didn't move me at all, and I genuinely can't understand the hype around it.",2,negative,Disposition Bias,0.8692810535430908
tt12042730,"I'm giving it two stars for the visual effects, that's the only thing this film has going for it.",2,negative,Selective Emphasis Bias,0.9760456681251526
tt12042730,You cannot imagine how meaningless this film is.,2,negative,Disposition Bias,0.5949476957321167
tt12042730,"Even though the main character is a ""scientist"", there is no trace of anything scientific in the film.",2,negative,Omission Focus,0.653769314289093
tt12042730,Not a single idea in the film is grounded in any kind of reasoned concept.,2,negative,Omission Focus,0.8559426665306091
tt12042730,Nothing exists in this film except a simple childish story and a pretentious playlist.,2,negative,Selective Emphasis Bias,0.6023145318031311
tt12042730,So superficial.,2,negative,Disposition Bias,0.44700002670288086
tt12042730,"I har to admit I skipped midway
Lame jokes constantly.",2,negative,Selective Emphasis Bias,0.8868778944015503
tt12042730,ET phone home.Annoying and just a plane let down.Just irrelevant and boring.,2,negative,Disposition Bias,0.599175751209259
tt12042730,Even though I love sci fi - visuals not specifically spectacular- sounds design nothing special.,2,negative,Disposition Bias,0.8762131333351135
tt12042730,Not worth the watch for adults.,2,negative,Disposition Bias,0.9539247155189514
tt12042730,May a good movie for teenager or likeminded.,2,negative,Disposition Bias,0.9463092088699341
tt12042730,I love sci fi and wanted to like Project Hail Mary.,2,negative,Disposition Bias,0.9699497222900391
tt12042730,"Instead, it's two hours of hand-holding wrapped in faux science and emotional manipulation.The biggest problem is the science.",2,negative,Omission Focus,0.7041918635368347
tt12042730,"This movie pretends to be grounded while relying on concepts that are pure fantasy, then has the audacity to explain them like a classroom lecture.",2,negative,Authenticity Bias,0.8549538254737854
tt12042730,"It makes Star Trek look restrained, because at least Star Trek doesn't pretend its magic is real.",2,negative,Authenticity Bias,0.8547340631484985
tt12042730,"Here, everything is presented with a straight face, as if saying it confidently enough makes it plausible.",2,negative,Authenticity Bias,0.853927731513977
tt12042730,It doesn't.Then there's the central relationship.,2,negative,Omission Focus,0.623675525188446
tt12042730,"It's the most obvious, engineered emotional arc imaginable - no tension, no mistrust, no competing interests.",2,negative,Moral or Political Projection,0.5864101648330688
tt12042730,"Just instant friendship and predictable beats designed to squeeze out ""awww"" reactions.",2,negative,Selective Emphasis Bias,0.9295774102210999
tt12042730,There's nothing alien about it.,2,negative,Authenticity Bias,0.44726428389549255
tt12042730,It's a buddy movie with a gimmick.The protagonist isn't much better.,2,negative,Comparative Lens,0.9306917786598206
tt12042730,"He exists mainly to narrate, explain, and move the plot forward.",2,negative,Selective Emphasis Bias,0.6281068921089172
tt12042730,"There's no complexity, no edge, and no real stakes beyond solving the next conveniently structured problem.And that's the pattern of the entire film: problem -> explanation -> solution.",2,negative,Omission Focus,0.9114921689033508
tt12042730,Rinse & repeat.,2,negative,Selective Emphasis Bias,0.22441495954990387
tt12042730,"No ambiguity, no risk, no real consequences.",2,negative,Omission Focus,0.8227376937866211
tt12042730,"Just a clean, polished loop built for maximum accessibility and minimum thought.This isn't hard sci-fi.",2,negative,Expectation Bias,0.5812496542930603
tt12042730,It's science-flavored comfort food pretending to be something smarter.,2,negative,Omission Focus,0.36209625005722046
tt12042730,"They should have just gone full stupid and made Rocky a teddy bear.If you want something safe, predictable, and relentlessly optimistic, you'll probably enjoy it.",2,negative,Expectation Bias,0.5221762657165527
tt12042730,"If you're looking for anything intellectually or emotionally challenging, there's nothing here.",2,negative,Expectation Bias,0.8796843886375427
tt12042730,"If you are 10 years old, I think you will really like this movie.",2,negative,Disposition Bias,0.9550483822822571
tt12042730,We walked out in the first hour...I can't imagine staying for the whole film.,2,negative,Expectation Bias,0.621728241443634
tt12042730,I would really like a refund.,2,negative,Disposition Bias,0.8287667632102966
tt12042730,They spent so much money for nothing.,2,negative,Omission Focus,0.6436004042625427
